Country Name,Country Code,Access to clean fuels and technologies for cooking (% of population),"Access to clean fuels and technologies for cooking, rural (% of rural population)","Access to clean fuels and technologies for cooking, urban (% of urban population)",Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Adequacy of social insurance programs (% of total welfare of beneficiary households),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),Adequacy of social safety net programs (% of total welfare of beneficiary households),Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),Adjusted net national income per capita (current US$),Adjusted savings: education expenditure (current US$),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Adolescents out of school (% of lower secondary school age),"Adolescents out of school, female (% of female lower secondary school age)","Adolescents out of school, male (% of male lower secondary school age)",Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)","Birth rate, crude (per 1,000 people)",Births attended by skilled health staff (% of total),"Children in employment, study and work (% of children in employment, ages 7-14)","Children in employment, total (% of children ages 7-14)","Children in employment, work only (% of children in employment, ages 7-14)",Children out of school (% of primary school age),"Children out of school, female (% of female primary school age)","Children out of school, male (% of male primary school age)","Children out of school, primary","Children out of school, primary, female","Children out of school, primary, male","Community health workers (per 1,000 people)",Compensation of employees (% of expense),Compensation of employees (current LCU),"Compulsory education, duration (years)",Control of Corruption: Estimate,Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)",Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),"Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth (ages 15-24), gender parity index (GPI)","Literacy rate, youth female (% of females ages 15-24)","Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth total (% of people ages 15-24)",Multidimensional poverty headcount ratio (World Bank) (% of population),Multilateral debt service (% of public and publicly guaranteed debt service),People using at least basic drinking water services (% of population),People using at least basic sanitation services (% of population),People using safely managed drinking water services (% of population),Political Stability and Absence of Violence/Terrorism: Estimate,Pregnant women receiving prenatal care (%),Proportion of people living below 50 percent of median income (%),"School enrollment, primary (gross), gender parity index (GPI)","School enrollment, secondary (gross), gender parity index (GPI)","School enrollment, tertiary (gross), gender parity index (GPI)",Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Terms of trade adjustment (constant LCU),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Unemployment with advanced education (% of total labor force with advanced education),Unemployment with basic education (% of total labor force with basic education),Unemployment with intermediate education (% of total labor force with intermediate education),"Unemployment, total (% of total labor force) (national estimate)",Urban population (% of total population),"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",Wanted fertility rate (births per woman),Women who were first married by age 15 (% of women ages 20-24),Women who were first married by age 18 (% of women ages 20-24),Composite Index,Rank
Spain,ESP,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839436436.8724904,48141747607.37887,-3563424936.692349,2839415536.27132,8964753454.245575,8964753454.44423,48.47960824791667,26.710626445,21.76898180166666,-3563424936.519766,14804414233.408808,32255922497.50681,32255922467.409855,32255922467.58057,2839415536.192938,6576710334.419002,6576710334.591619,2839451955.795528,6576726420.763209,6576730001.846542,33968147167.149223,-3563424935.7247524,16502408387.7969,10.0,-2879550209.786937,2839415542.786876,2839417704.5621114,-3563424942.389685,-3563424939.2253,-3563424940.57654,22573973702.734066,22573973711.810726,22573973700.44665,16834734199.220846,16834734200.083456,16834734199.642435,16834734139.061625,16834734200.707285,16834734200.699114,16834734200.70311,6576710335.609042,-2877346213.7682605,-3563424849.733212,-3563424849.8199983,-3563424850.155199,-2879550210.582695,24130415469.000496,3705054229.087427,7508025420.84787,7508025420.880841,2839415535.9993534,22143202162.532925,865273113.8358332,7508025429.205841,9.860791666666666,20.705875000000002,15.621874999999996,15.53558333333333,78.803125,-3563424862.3624787,-3563424869.294452,-3563424866.2956176,22863314617.534653,24892153482.812508,24892153489.537506,-4.2455259990049505,167.0
Malaysia,MYS,-3563424855.4197655,-3563424858.7635155,-3563424851.7947655,-3563424850.2947655,-3563424850.878099,-3563424850.023932,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839420889.4232335,12810107031.712194,-3563424933.840224,-3563424934.8106003,-3563424936.3927007,-3563424933.319402,49.65785110625001,8.257109457166665,41.40074164999999,-3563424928.761557,11382638536.30702,32255922497.50681,32255922467.409855,32255922467.58057,-3563424941.5602574,-2735262335.5951133,-2735262334.726658,-3563298079.4114323,-2735208136.5174046,-2735190353.475738,33968147167.149223,-3563424917.0659375,46109915171.00524,1693801293.1192608,-2879550210.5136237,2839415537.9764614,2839415800.7966595,-3563424944.196762,-3563424941.057544,-3563424942.2044635,15409344947.322868,20120890787.953762,20588325675.147793,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,-2877346213.7682605,-3563424852.5605254,-3563424854.700522,-3563424856.1033874,-2879550210.4967704,24130415469.000496,26482522180.06062,7508025420.854093,2839415535.913586,-3563424944.3569927,22143202162.532925,-5657194207.541667,7508025420.530423,11678226681.997519,11678226681.505144,12145661572.360575,-2555776092.602262,71.29991666666665,-3563424872.595693,-3563424874.1963,-3563424873.6541114,22863314617.534653,24892153482.812508,24892153489.537506,-4.313628598594661,168.0
Israel,ISR,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839439797.882021,15612129797.587194,-3563424933.9363074,2839415536.873186,2839415537.1730824,2839415536.5877132,62.96334070708335,17.441935718333337,45.52140498958334,-3563424925.4114323,14804414233.408808,32255922497.50681,32255922467.409855,32255922467.58057,2839415537.9281178,2839415537.9576473,2839415537.9000545,2839440682.795528,2839427873.545528,2839428344.128861,33968147167.149223,-3563424922.407246,76659008027.6719,12.916666666666666,-2879550209.8729205,2839415541.350111,2839417696.9621944,-3563424944.117996,-3563424939.9649677,-3563424941.8859925,22573973711.30042,22573973704.827976,22573973696.200314,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,7780713440.660846,-2877346213.7682605,-3563424849.7030997,-3563424849.723761,-3563424850.059202,-2879550211.7452445,24130415469.000496,3667578159.87289,7508025420.85233,7508025420.8558855,2839415536.076717,22143202162.532925,-4402305776.583333,7508025422.58709,-3563424941.543349,-3563424934.8535156,-3563424938.141557,-3563424938.050099,91.96808333333335,-3563424857.540407,-3563424864.040432,-3563424861.0337524,22863314617.534653,24892153482.812508,24892153489.537506,-4.341232108059049,169.0
Hungary,HUN,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.711432,-3563424849.707266,-3563424849.7364326,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839424597.8198047,7810632131.87886,-3563424924.7236824,2839415536.4591594,8029788626.834813,8029788626.733757,47.84436076833333,25.659167562500002,22.185193205833333,-3563424936.453099,18800532754.241405,32255922497.50681,32255922467.409855,32255922467.58057,2839415537.051041,3434270052.148476,3434270051.987202,2839423933.3371944,3434274266.613409,3434274179.7800756,33968147167.149223,-3563424926.352201,2120759533387.7969,12.833333333333334,-2879550210.384811,2839415541.5292773,2839416365.8371944,-3563424943.2391734,-3563424940.1387877,-3563424941.5480447,22573973696.96664,22573973712.99739,22573973698.28323,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,6576710333.567375,-2877346213.7682605,-3563424849.727118,-3563424851.6110497,-3563424858.8733335,-2879550209.940331,24130415469.000496,4718308948.419023,7508025420.838008,7508025420.844668,2839415536.0583577,22143202162.532925,-96505028568.25,7508025429.91834,2.453958333333333,15.591416666666667,6.267041666666668,6.655374999999999,68.99420833333333,-3563424858.8707623,-3563424863.8394294,-3563424861.5808578,22863314617.534653,24892153482.812508,24892153489.537506,-4.439054282292333,170.0
Sweden,SWE,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839454049.5937657,32302538065.79553,-3563424940.450932,7068324870.312573,9299550436.781294,9299550437.02012,56.47148144,29.218480076249993,27.253001362500004,-3563424934.657265,14804414233.408808,32255922497.50681,32255922467.409855,32255922467.58057,8829437395.962675,12168528403.250357,12168528403.131926,-3563421205.953099,3549108800.702228,3549108409.6188946,33968147167.149223,-3563424935.8424144,105462950054.46356,9.208333333333334,-2879550208.701399,-3563424936.375599,-3563420288.9947658,-3563424944.021746,-3563424940.1553707,-3563424941.991764,22573973702.133686,22573973708.798313,22573973703.55395,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,6576710334.18821,-2877346213.7682605,-3563424850.0688252,-3563424850.6312222,-3563424850.124342,-2879550209.6317673,24130415469.000496,2839415542.978861,7508025420.864034,7508025420.919589,-3563424944.2287107,22143202162.532925,-11697407529.25,7508025428.280006,3.9426666666666663,16.45104166666667,6.111916666666666,7.074249999999999,85.87333333333335,-3563424855.37956,-3563424863.5744953,-3563424859.682121,22863314617.534653,24892153482.812508,24892153489.537506,-4.442713195743287,171.0
Belgium,BEL,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839446536.5065365,27539305718.04553,-3563424937.1445575,2839415535.799944,4060714549.6427073,4060714549.350635,53.65718847291665,27.530852558750002,26.12633591541666,-3563424934.9364324,14804414233.408808,32255922497.50681,32255922467.409855,32255922467.58057,2839415536.002775,3890146334.9208455,3890146334.941187,2839423704.295528,3890150364.454162,3890150623.204162,33968147167.149223,-3563424937.7421813,4744858387.796901,12.0,-2879550209.350573,2839415544.0415883,2839419336.1782284,-3563424943.4144387,-3563424939.9931235,-3563424941.530125,25352810712.96977,25485332453.60962,28103181788.773346,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,6576710334.142377,-2877346213.7682605,-3563424849.7031007,-3563424850.195852,-3563424850.024861,-2879550210.0032105,24130415469.000496,3705054224.012428,7508025420.84713,7508025420.959465,2839415536.02473,22143202162.532925,193951662.76666674,7508025429.674591,3.7682083333333334,12.876750000000001,7.230166666666666,7.136124999999999,97.69887499999999,-3563424860.617454,-3563424866.574503,-3563424863.870977,22863314617.534653,24892153482.812508,24892153489.537506,-4.599980431300925,172.0
Switzerland,CHE,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839467011.3355465,26459670380.17053,-3563424941.8589325,3352730252.639509,3352730252.551018,3352730252.7232723,48.62290230041666,25.553990347916663,23.0689119525,-3563424935.840599,14804414233.408808,32255922497.50681,32255922467.409855,32255922467.58057,-1113254951.4607322,7215633416.554257,7215633416.575325,-1113253702.5047169,7215633731.171059,7215633803.879392,33968147167.149223,-3563424935.6145477,2971058057.921901,11.0,-2879550208.8053,2839415544.365559,2839422403.970383,-3563424943.131989,-3563424939.6536546,-3563424941.2477107,22573973705.165146,25688762603.25104,22573973702.488827,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,11245320218.416021,-2877346213.7682605,-3563424849.7031,-3563424849.8098645,-3563424852.865599,-2879550209.487638,24130415469.000496,8729324441.535866,7508025420.845512,10104507299.845863,-3563424944.613442,22143202162.532925,-10272834520.208334,7508025429.85334,2.874833333333333,7.625916666666666,4.069249999999999,4.2056666666666676,73.667375,-3563424862.491989,-3563424866.7540526,-3563424864.8060317,22863314617.534653,24892153482.812508,24892153489.537506,-4.63850182594641,173.0
Norway,NOR,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839469883.131422,25279535207.75386,-3563424939.379474,2839415535.342638,9132816640.565186,9132816640.742676,52.597227413750005,24.33632860458333,28.260898809583338,-3563424934.328099,2839415625.8038616,32255922497.50681,32255922467.409855,32255922467.58057,2839415535.399738,2839415535.362285,2839415535.4884343,2839417635.878861,2839416479.7121944,2839416809.503861,33968147167.149223,-3563424931.272383,140614700054.46356,10.0,-2879550208.760834,-3563424936.821432,-3563418193.8697658,-3563424944.6476154,-3563424943.2307525,-3563424943.9012356,24086011041.08586,26230256504.185688,24718219163.032505,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,15119933253.391367,-2877346213.7682605,-3563424849.7031,-3563424851.561453,-3563424850.2654757,-2879550209.54458,24130415469.000496,12248277141.069754,7508025420.849629,7508025420.83678,2839415536.1535816,22143202162.532925,63759745401.166664,7508025426.157924,2.2204583333333336,7.948999999999998,3.1587916666666676,3.690083333333332,79.89541666666668,-3563424853.8701267,-3563424858.823105,-3563424856.479939,22863314617.534653,24892153482.812508,24892153489.537506,-4.652312405504003,174.0
Luxembourg,LUX,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839473254.9154553,4459866902.420527,-3563424938.284807,3575983757.0581126,3575983756.17,3575983757.8993587,46.02683494375,20.710567710416665,25.31626723375,-3563424934.832266,14804414233.408808,32255922497.50681,32255922467.409855,32255922467.58057,3575983754.1632214,3575983753.957935,3575983754.408836,3575984698.290111,3575984177.373444,3575984281.2067776,33968147167.149223,-3563424923.403771,-682921796.6197656,11.625,-2879550208.8743,-3563424939.799349,-3563419210.4114323,-3563424943.9267497,-3563424942.041031,-3563424942.87096,25352810712.96977,25485332453.60962,25410192641.42048,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,10451323368.126055,-2877346213.7682605,-3563424849.7440324,-3563424851.965889,-3563424849.976143,-2879550209.414783,24130415469.000496,2839415545.258028,8244593637.42603,8244593637.455017,11851495818.423697,22143202162.532925,-1953953807.2125006,7508025430.71209,3.5360833333333335,7.716583333333333,4.695208333333333,4.918291666666667,88.75358333333334,-3563424856.9085155,-3563424858.959831,-3563424858.066788,22863314617.534653,24892153482.812508,24892153489.537506,-4.776437484465917,175.0
Iceland,ISL,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,8964774920.009497,3911161622.6830273,-3563424934.753599,2839415535.682173,3021179482.3205266,3021179482.154324,50.70616932625,19.52867745791666,31.17749186708333,-3563424932.407265,7508025506.185842,32255922497.50681,32255922467.409855,32255922467.58057,2839415535.9841123,3523290271.001684,3523290270.6368794,2839415867.5871944,3523290456.571562,3523290406.571562,33968147167.149223,-3563424924.688425,128458705869.08856,10.0,-2879550208.8703923,-3563424937.2222657,-3563420496.7447658,-3563424943.395418,-3563424939.412567,-3563424941.273434,22573973707.55954,22573973706.739243,22573973697.91656,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,22537827478.09242,-2877346213.7682605,-3563424849.7030997,-3563424850.8658166,-3563424853.6832967,-2879550209.426552,24130415469.000496,20494333971.531498,7508025420.843852,7508025420.86704,2839415536.252976,22143202162.532925,14895669419.625,7508025426.602923,828162608.695611,6.3097916666666665,3.5604583333333344,4.092041666666666,93.437125,-3563424858.8183618,-3563424867.70648,-3563424863.556896,22863314617.534653,24892153482.812508,24892153489.537506,-4.900337617434428,176.0
Chile,CHL,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424850.5530987,-3563424854.511432,-3563424849.907265,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839423421.010622,10779444120.337194,-3563424903.2677655,-448884237.59692127,-448884237.3427245,-448884237.8422324,46.99806144916668,15.202607002083333,31.79545444833334,-3563424932.4343905,11382638537.394522,32255922497.50681,32255922467.409855,32255922467.58057,-448884237.58630306,-448884237.3406677,-448884237.8232009,-448856234.99348515,-448868660.95181847,-448871813.49348515,33968147167.149223,-1808865235.090191,5036484051416.062,11.5,-2879550209.515204,-3563424938.1622295,-3563424073.08297,-3563424943.219122,-3563424941.008583,-3563424941.8666596,21628652896.34213,21628652896.354282,21628652886.235035,17302160156.294125,17302160158.26914,17302160157.280727,23439310612.171818,23439310653.144863,23439310653.019043,23439310653.081013,8120556991.115447,-2877346213.7682605,-3563424851.2500362,-3563424852.449112,-3563424853.182595,-2879550210.254067,24130415469.000496,19746461530.581913,8191900155.637451,8191900155.678406,-2879550209.702066,22143202162.532925,-2182699139032.9583,7508025426.4116745,1561072027.6885269,1561072029.0413187,1561072029.7865274,8.578124999999998,87.15933333333334,-3563424873.680819,-3563424875.250542,-3563424874.656647,22863314617.534653,24892153482.812508,24892153489.537506,-5.0927984911598525,177.0
Germany,DEU,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839446451.3250346,138228977743.00385,-3563424936.2078075,4351452877.303021,4351452877.10755,4351452877.487855,51.93933325999999,30.713048916666676,21.22628434416666,-3563424937.1072655,11382638535.55702,32255922497.50681,32255922467.409855,32255922467.58057,2839415536.0963497,4351452877.235833,4351452877.491706,2839451250.3371944,4351467961.59059,4351472702.298923,33968147167.149223,-3563424938.5378075,22967381759.1719,13.0,-2879550209.019756,-3563424935.0126157,-3563420625.7500653,-3563424943.161324,-3563424939.2924232,-3563424941.071083,24680865546.83267,24680865561.02388,24680865552.831852,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,15564112218.391388,-2877346213.7682605,-3563424849.7030997,-3563424850.4474773,-3563424849.8172455,-2879550209.9376273,24130415469.000496,7508025428.165009,7508025420.845456,7508025420.81335,12870111438.996094,22143202162.532925,-15586089103.041666,7508025431.046674,3.1435,12.526333333333334,6.1012916666666674,6.318874999999999,76.71654166666666,-3563424857.4300704,-3563424862.470962,-3563424860.1513915,22863314617.534653,24892153482.812508,24892153489.537506,-5.110454448990832,178.0
Latvia,LVA,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.8114324,-3563424849.7239323,-3563424849.9114323,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,2839424173.065569,3848410988.8705273,-3563424928.7166824,173869853.5540161,641304743.8467178,641304744.0780989,52.015399672499996,28.90535799166665,23.1100416825,-3563424936.136432,18800532754.128902,32255922497.50681,32255922467.409855,32255922467.58057,173869853.6158689,641304743.8643341,641304744.1813132,173870802.5145823,641305111.6759701,641305324.0509701,33968147167.149223,-3563424922.0599685,-1979044378.4822655,11.0,-2879550210.3632674,2839415540.4330273,2839416229.420528,-3563424943.1777463,-3563424940.372418,-3563424941.78182,22926305862.612568,22926305873.47714,22926305857.3864,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,6576710334.084043,-2877346213.7682605,-3563424851.3109374,2839415617.6215825,-3563424855.24274,-2879550210.1801715,24130415469.000496,4718308950.252356,7508025420.835355,7508025420.843651,-3563424944.218804,22143202162.532925,292674860.3641667,7508025429.807091,5.335083333333333,19.922291666666666,11.627166666666668,10.762208333333334,68.03970833333334,-3563424859.4254704,-3563424863.65732,-3563424861.529426,22863314617.534653,24892153482.812508,24892153489.537506,-5.323927784572597,179.0
United Kingdom,GBR,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.703099,-3563424849.707266,16094756160.643936,15698644896.536465,15960783173.307724,18216567501.18736,15057039880.430506,119841961240.75385,-3563424926.251307,-448636051.2020149,1881734575.697663,1881734575.9064434,53.91551699583334,26.347558218333333,27.567958777083337,-3563424934.2947655,14804414233.408808,32255922497.50681,32255922467.409855,32255922467.58057,-3563424944.2934346,2984078346.0902295,2984078346.1012464,-3563367222.5364323,2984106214.4023747,2984107841.3190417,33968147167.149223,-3563424931.347628,93056283387.79689,11.0,-2879550209.052362,-3563424936.4784493,-3563421172.907109,-3563424944.15332,-3563424942.026092,-3563424943.01586,24718219162.652958,24718219173.56458,24718219156.87061,17302160156.294125,17302160158.26914,17302160157.280727,12513580186.761185,13780238493.302658,12513580241.240398,12513580240.959106,8120556991.115447,-2877346213.7682605,-3563424849.7031,-3563424850.548947,-3563424849.773108,-2879550210.282125,24130415469.000496,2839415545.9913616,7508025420.847603,10622814313.793915,-3563424944.3374314,22143202162.532925,-21736037251.875,7508025429.925426,2.938541666666666,8.173625,5.260666666666667,5.483499999999999,81.65725,-3563424858.6966214,-3563424867.274471,-3563424863.276378,22863314617.534653,24892153482.812508,24892153489.537506,-5.469376311283679,180.0
